,chem_colors,chem_pc1,chem_pc2,docking_score,label,mmgbsa,png,site_colors,site_pc1,site_pc2,url
ZINC000001288616,#5a5255,-1.405342041528891,0.517877013559504,-6.922900059152759,ZINC000001288616,-69.8310729170989,http://zinc15.docking.org/substances/ZINC000001288616.png,#554c78,1.8100447603136025,0.21981634482561307,http://zinc15.docking.org/substances/ZINC000001288616/
ZINC000006664701,#5a5255,-1.316910416246144,0.10572534722927818,-6.586409359903881,ZINC000006664701,-68.9885976355981,http://zinc15.docking.org/substances/ZINC000006664701.png,#cb2636,-3.020423936437897,1.4337530552018962,http://zinc15.docking.org/substances/ZINC000006664701/
ZINC000001667022,#5a5255,-0.9754493871387024,-0.36993011693936045,-7.606417575017459,ZINC000001667022,-68.8706146799959,http://zinc15.docking.org/substances/ZINC000001667022.png,#ff8b27,0.7736169304927079,-1.8269472704786598,http://zinc15.docking.org/substances/ZINC000001667022/
ZINC000604419319,#5a5255,-0.3869659518387023,-0.642409161086118,-5.3814894765953305,ZINC000604419319,-68.2365056496965,http://zinc15.docking.org/substances/ZINC000604419319.png,#cb2636,0.04188993071439056,2.0875090466099517,http://zinc15.docking.org/substances/ZINC000604419319/
ZINC000170591288,#ae5a41,-1.6896959493014083,-0.6473049698739404,-6.599730492846941,ZINC000170591288,-67.8549768330013,http://zinc15.docking.org/substances/ZINC000170591288.png,#ff8b27,-0.7312532289260011,-1.8801827136051816,http://zinc15.docking.org/substances/ZINC000170591288/
ZINC000001568060,#5a5255,-1.0190960701022764,-0.539362668881299,-7.1114534572121295,ZINC000001568060,-67.44988429799561,http://zinc15.docking.org/substances/ZINC000001568060.png,#ff8b27,0.9689471838186644,-1.5325166290978713,http://zinc15.docking.org/substances/ZINC000001568060/
ZINC000001530775,#5a5255,-1.1140461571390208,-0.3719937614432376,-7.2977518171493605,ZINC000001530775,-67.36999161399939,http://zinc15.docking.org/substances/ZINC000001530775.png,#ff8b27,0.590102887364285,-2.1030808535578167,http://zinc15.docking.org/substances/ZINC000001530775/
ZINC000019908818,#1b85b8,-0.6357226328439148,1.9745637445842479,-5.56285470988981,ZINC000019908818,-67.0995790459965,http://zinc15.docking.org/substances/ZINC000019908818.png,#cb2636,0.018215847601845258,2.056490117591781,http://zinc15.docking.org/substances/ZINC000019908818/
ZINC000029043612,#1b85b8,0.613533118057024,0.9996780414255108,-7.71703011572011,ZINC000029043612,-66.51147410169871,http://zinc15.docking.org/substances/ZINC000029043612.png,#cb2636,-2.533652665766294,1.65456695258793,http://zinc15.docking.org/substances/ZINC000029043612/
ZINC000031552274,#5a5255,-0.7940359566238636,-0.11761613412562576,-5.518410024124969,ZINC000031552274,-66.46359718480021,http://zinc15.docking.org/substances/ZINC000031552274.png,#cb2636,-0.03213630344578619,0.8774690889213641,http://zinc15.docking.org/substances/ZINC000031552274/
ZINC000001705403,#5a5255,-1.1140461571390206,-0.3719937614432375,-7.16709616986017,ZINC000001705403,-66.2783773019983,http://zinc15.docking.org/substances/ZINC000001705403.png,#ff8b27,0.5253717808331805,-1.9321586679062626,http://zinc15.docking.org/substances/ZINC000001705403/
ZINC000005439936,#5a5255,-1.1593200048620582,-0.42847123511829416,-7.5317007090760395,ZINC000005439936,-65.93711282889849,http://zinc15.docking.org/substances/ZINC000005439936.png,#cb2636,-1.6622817129026008,1.9609739591396367,http://zinc15.docking.org/substances/ZINC000005439936/
ZINC000253386553,#5a5255,-0.8896109960596869,-0.7037693492319477,-8.06043257367673,ZINC000253386553,-65.3379333348494,http://zinc15.docking.org/substances/ZINC000253386553.png,#cb2636,-2.5273673493881517,1.5588981348868751,http://zinc15.docking.org/substances/ZINC000253386553/
ZINC000019820734,#5a5255,-0.3220479192544325,-0.38214551791846246,-5.32602507556242,ZINC000019820734,-65.07387065429789,http://zinc15.docking.org/substances/ZINC000019820734.png,#cb2636,-0.10423788251227735,0.7359840016936178,http://zinc15.docking.org/substances/ZINC000019820734/
ZINC000019820332,#5a5255,-0.3823478785777052,-0.2888972119481501,-5.23034138086874,ZINC000019820332,-64.92187876289971,http://zinc15.docking.org/substances/ZINC000019820332.png,#cb2636,0.07202856404768337,0.4488405903379462,http://zinc15.docking.org/substances/ZINC000019820332/
ZINC000257330416,#1b85b8,-0.08139651565471426,2.194977331836978,-5.2485357473582805,ZINC000257330416,-64.6443044316984,http://zinc15.docking.org/substances/ZINC000257330416.png,#cb2636,-2.7074669148967008,1.7183229450723407,http://zinc15.docking.org/substances/ZINC000257330416/
ZINC000045498706,#1b85b8,0.5435108138087739,1.4487928799295882,-7.05569577996194,ZINC000045498706,-64.6214070843234,http://zinc15.docking.org/substances/ZINC000045498706.png,#cb2636,-2.7137618525804434,1.8041881901253973,http://zinc15.docking.org/substances/ZINC000045498706/
ZINC000009353765,#5a5255,-1.0116249397933528,-0.23395984842524947,-5.54689972115687,ZINC000009353765,-64.3782549940006,http://zinc15.docking.org/substances/ZINC000009353765.png,#cb2636,0.5120429723640408,1.5924607055839943,http://zinc15.docking.org/substances/ZINC000009353765/
ZINC000005373209,#5a5255,-1.4250698364071157,-0.3924481389959349,-5.71346154147231,ZINC000005373209,-64.3350401865428,http://zinc15.docking.org/substances/ZINC000005373209.png,#cb2636,-2.1222892693402846,1.887234506672337,http://zinc15.docking.org/substances/ZINC000005373209/
ZINC000225342436,#1b85b8,-0.8774639847620099,2.471424855389789,-5.23997716014408,ZINC000225342436,-64.1724447652996,http://zinc15.docking.org/substances/ZINC000225342436.png,#cb2636,-0.6024415254045951,2.4569746348786925,http://zinc15.docking.org/substances/ZINC000225342436/
ZINC000012073406,#1b85b8,-1.1774934750029995,1.944485809405278,-5.8388360144351195,ZINC000012073406,-63.875880536998,http://zinc15.docking.org/substances/ZINC000012073406.png,#cb2636,-2.2154443777808286,1.278816436814543,http://zinc15.docking.org/substances/ZINC000012073406/
ZINC000257230414,#559e83,0.9237448132078011,0.04732949388438544,-7.195466855297589,ZINC000257230414,-63.8083262572,http://zinc15.docking.org/substances/ZINC000257230414.png,#554c78,1.826594569929786,1.0096081642019168,http://zinc15.docking.org/substances/ZINC000257230414/
ZINC000005373210,#5a5255,-1.4250698364071157,-0.3924481389959349,-5.95497425243155,ZINC000005373210,-63.7065312240775,http://zinc15.docking.org/substances/ZINC000005373210.png,#cb2636,-2.319822330158927,1.7420493201059248,http://zinc15.docking.org/substances/ZINC000005373210/
ZINC000089735704,#5a5255,-0.5780984520380176,-0.46698557192301887,-5.70759109279156,ZINC000089735704,-63.66771959410111,http://zinc15.docking.org/substances/ZINC000089735704.png,#6abf5a,-1.7587645600527118,-2.3010743751799603,http://zinc15.docking.org/substances/ZINC000089735704/
ZINC000039987641,#5a5255,-0.6637014028923373,-0.27897421332689726,-5.223227230828559,ZINC000039987641,-63.5189659104981,http://zinc15.docking.org/substances/ZINC000039987641.png,#cb2636,-2.1738891158924947,1.69649655118773,http://zinc15.docking.org/substances/ZINC000039987641/
ZINC000055100393,#5a5255,-0.6568969094940916,-0.816293787955066,-5.92078668218704,ZINC000055100393,-63.4550077329004,http://zinc15.docking.org/substances/ZINC000055100393.png,#6abf5a,-1.9651028541214217,-0.3460988320228334,http://zinc15.docking.org/substances/ZINC000055100393/
ZINC000013071310,#5a5255,0.08881336349977231,0.07172088821336486,-5.29198633732364,ZINC000013071310,-63.37246276089721,http://zinc15.docking.org/substances/ZINC000013071310.png,#cb2636,-0.24765649318147298,0.06110571620569254,http://zinc15.docking.org/substances/ZINC000013071310/
ZINC000095495917,#5a5255,-0.5918924151418407,-0.1522612517182508,-6.64761097734372,ZINC000095495917,-63.3380168238982,http://zinc15.docking.org/substances/ZINC000095495917.png,#cb2636,-1.6946239455053156,2.182856210302954,http://zinc15.docking.org/substances/ZINC000095495917/
ZINC000061996990,#5a5255,-0.5509781799916512,-0.7408228633525636,-5.75920252171067,ZINC000061996990,-63.1460485706011,http://zinc15.docking.org/substances/ZINC000061996990.png,#554c78,2.6704775646233014,1.077113911192302,http://zinc15.docking.org/substances/ZINC000061996990/
ZINC000067954927,#5a5255,0.07367434350157709,0.08472410323927994,-5.4189243799599005,ZINC000067954927,-62.9617093704983,http://zinc15.docking.org/substances/ZINC000067954927.png,#cb2636,-1.9737645347560993,1.5858987860746132,http://zinc15.docking.org/substances/ZINC000067954927/
ZINC000034677521,#1b85b8,-0.7181597376758151,1.6718752930450174,-5.303004489335491,ZINC000034677521,-62.9070544086971,http://zinc15.docking.org/substances/ZINC000034677521.png,#cb2636,-3.503012972430025,1.4002808836764797,http://zinc15.docking.org/substances/ZINC000034677521/
ZINC000035454969,#ae5a41,-1.7961922893108653,-0.4151578806263809,-6.468132605883559,ZINC000035454969,-62.79937115619761,http://zinc15.docking.org/substances/ZINC000035454969.png,#cb2636,-1.9780099719169786,2.469062414545627,http://zinc15.docking.org/substances/ZINC000035454969/
ZINC000219326241,#559e83,0.3157559842044756,-0.7029256347121643,-6.23727561741454,ZINC000219326241,-62.7394810827973,http://zinc15.docking.org/substances/ZINC000219326241.png,#6abf5a,-3.0678200787945293,1.672336222698057,http://zinc15.docking.org/substances/ZINC000219326241/
ZINC000002561003,#5a5255,-0.38160730172153623,-0.6847375017010268,-7.16591375586115,ZINC000002561003,-62.657676453,http://zinc15.docking.org/substances/ZINC000002561003.png,#6abf5a,-3.107471457651038,1.1458087662458218,http://zinc15.docking.org/substances/ZINC000002561003/
ZINC000245238362,#ae5a41,-1.8695870178754455,-0.581090225142151,-6.054526950224591,ZINC000245238362,-62.6544994545984,http://zinc15.docking.org/substances/ZINC000245238362.png,#cb2636,-1.8979465073848978,1.7885997117863752,http://zinc15.docking.org/substances/ZINC000245238362/
ZINC000019222850,#1b85b8,-0.2556484724927144,1.9866225843881258,-6.9910685400988495,ZINC000019222850,-62.5619045573985,http://zinc15.docking.org/substances/ZINC000019222850.png,#ff8b27,-0.383642255168581,-3.2181429291082915,http://zinc15.docking.org/substances/ZINC000019222850/
ZINC000002138566,#5a5255,-1.4706975681070036,-0.4958480451754783,-5.42833056543983,ZINC000002138566,-62.4935847900961,http://zinc15.docking.org/substances/ZINC000002138566.png,#cb2636,-1.9606945723741496,1.2127201854438479,http://zinc15.docking.org/substances/ZINC000002138566/
ZINC000022927919,#1b85b8,-1.0890994756957906,1.9717683687617114,-6.79990122866449,ZINC000022927919,-62.3997308891994,http://zinc15.docking.org/substances/ZINC000022927919.png,#cb2636,-0.07257639245413448,2.378482843247592,http://zinc15.docking.org/substances/ZINC000022927919/
ZINC000020237838,#1b85b8,-0.005766848039292049,1.8535400542893368,-6.308373647685991,ZINC000020237838,-62.2976367026495,http://zinc15.docking.org/substances/ZINC000020237838.png,#cb2636,-0.6071453722249663,2.967518961390462,http://zinc15.docking.org/substances/ZINC000020237838/
ZINC000524729924,#5a5255,-0.9858721376666363,-0.07458649755806003,-5.41129887099619,ZINC000524729924,-62.2873596231002,http://zinc15.docking.org/substances/ZINC000524729924.png,#cb2636,0.3384220791829774,0.8624934395993513,http://zinc15.docking.org/substances/ZINC000524729924/
ZINC000245204361,#5a5255,-0.44108175680426964,-0.322945334785647,-7.04908608975106,ZINC000245204361,-62.2400581803995,http://zinc15.docking.org/substances/ZINC000245204361.png,#554c78,2.1172813950927463,1.9528771100454032,http://zinc15.docking.org/substances/ZINC000245204361/
ZINC000005749571,#559e83,0.011631921066737308,-0.12894956979634606,-5.980211815630269,ZINC000005749571,-62.00745695084699,http://zinc15.docking.org/substances/ZINC000005749571.png,#cb2636,-1.4516396763196235,2.2461314902293026,http://zinc15.docking.org/substances/ZINC000005749571/
ZINC000012995679,#5a5255,-0.22648762640010633,0.26529534185263715,-5.25742127069061,ZINC000012995679,-61.825521915798205,http://zinc15.docking.org/substances/ZINC000012995679.png,#6abf5a,-3.394398437473336,-1.4855362760519892,http://zinc15.docking.org/substances/ZINC000012995679/
ZINC000026896594,#5a5255,-1.3921845455472488,0.2055397598090253,-9.19042404623565,ZINC000026896594,-61.742108860169495,http://zinc15.docking.org/substances/ZINC000026896594.png,#ff8b27,1.4840768889236529,-1.5265213988022954,http://zinc15.docking.org/substances/ZINC000026896594/
ZINC000257238330,#1b85b8,0.6210295658495842,2.0276497385088046,-6.13710067598081,ZINC000257238330,-61.6066740480965,http://zinc15.docking.org/substances/ZINC000257238330.png,#cb2636,-2.5423443769138236,1.5889555909256843,http://zinc15.docking.org/substances/ZINC000257238330/
ZINC000020675792,#5a5255,-0.213411751246501,-0.3280833471525031,-5.23998611052739,ZINC000020675792,-61.5975406489997,http://zinc15.docking.org/substances/ZINC000020675792.png,#cb2636,-0.25431891526063033,1.32472564575535,http://zinc15.docking.org/substances/ZINC000020675792/
ZINC000009262414,#5a5255,-0.5183076801834362,-0.1410933271778934,-5.236066191249639,ZINC000009262414,-61.0802479388003,http://zinc15.docking.org/substances/ZINC000009262414.png,#cb2636,-0.36893991887161565,0.5275630329920669,http://zinc15.docking.org/substances/ZINC000009262414/
ZINC000035442236,#559e83,0.2811482217624951,-0.5246108210547542,-5.30882967340909,ZINC000035442236,-60.965967345498896,http://zinc15.docking.org/substances/ZINC000035442236.png,#cb2636,0.8876498556380504,1.1619101899090267,http://zinc15.docking.org/substances/ZINC000035442236/
ZINC000005215379,#5a5255,-0.8083282150913957,-0.556102606550236,-7.5123311577318095,ZINC000005215379,-60.929744578596,http://zinc15.docking.org/substances/ZINC000005215379.png,#cb2636,-1.7245679358205201,2.428613067000402,http://zinc15.docking.org/substances/ZINC000005215379/
ZINC000033907379,#ae5a41,-0.8283870066035254,-0.0733327209127861,-6.113706652512441,ZINC000033907379,-60.8402863225165,http://zinc15.docking.org/substances/ZINC000033907379.png,#ff8b27,0.6707449469641826,-0.29547734669148695,http://zinc15.docking.org/substances/ZINC000033907379/
ZINC000020638882,#1b85b8,0.4386109001137497,0.7784514015854274,-5.61100787215137,ZINC000020638882,-60.677278270599295,http://zinc15.docking.org/substances/ZINC000020638882.png,#ff8b27,1.2998486351645233,-2.3155470949515458,http://zinc15.docking.org/substances/ZINC000020638882/
ZINC000013115927,#5a5255,-0.1016543957037104,0.820203223621052,-5.81977008222288,ZINC000013115927,-60.5809460254968,http://zinc15.docking.org/substances/ZINC000013115927.png,#cb2636,0.368941321680837,1.1334540681529222,http://zinc15.docking.org/substances/ZINC000013115927/
ZINC000022787238,#1b85b8,-0.4350521608906022,2.205270938915908,-5.66691979400422,ZINC000022787238,-60.5707214817958,http://zinc15.docking.org/substances/ZINC000022787238.png,#cb2636,-2.7882414170542695,1.554259245335342,http://zinc15.docking.org/substances/ZINC000022787238/
ZINC000020116471,#1b85b8,-0.07421710089757261,2.2690966893359814,-7.545118317307219,ZINC000020116471,-60.5134154873995,http://zinc15.docking.org/substances/ZINC000020116471.png,#cb2636,-2.5111401145844905,1.9408041379222065,http://zinc15.docking.org/substances/ZINC000020116471/
ZINC000585272040,#1b85b8,0.1385856937914835,1.756969692056911,-5.67683910492855,ZINC000585272040,-60.4316538859166,http://zinc15.docking.org/substances/ZINC000585272040.png,#cb2636,-2.274136664060325,1.3334548170245748,http://zinc15.docking.org/substances/ZINC000585272040/
ZINC000244594124,#559e83,0.7046840182761536,-0.3670952201391487,-7.6592986979536795,ZINC000244594124,-60.424307080600606,http://zinc15.docking.org/substances/ZINC000244594124.png,#554c78,1.2493454983344965,-1.3400386329946625,http://zinc15.docking.org/substances/ZINC000244594124/
ZINC000584903587,#5a5255,0.04261421958013758,-0.5642196631623008,-5.9006740062714895,ZINC000584903587,-60.3742754523992,http://zinc15.docking.org/substances/ZINC000584903587.png,#ff8b27,0.6212247397655875,-2.3414554464435064,http://zinc15.docking.org/substances/ZINC000584903587/
ZINC000032290765,#5a5255,-0.8342341860676739,-0.1605905334326921,-5.25021779929722,ZINC000032290765,-60.34041811499989,http://zinc15.docking.org/substances/ZINC000032290765.png,#cb2636,-0.3917097399093421,0.3255309465423835,http://zinc15.docking.org/substances/ZINC000032290765/
ZINC000020528711,#1b85b8,-0.9840624686862598,2.6209414199501566,-7.04305016685912,ZINC000020528711,-60.316386455801,http://zinc15.docking.org/substances/ZINC000020528711.png,#cb2636,-1.678497546312766,0.9958948515629722,http://zinc15.docking.org/substances/ZINC000020528711/
ZINC000238881517,#ae5a41,-1.551319002054628,-1.622288780837962,-5.436654912350289,ZINC000238881517,-60.242772256398894,http://zinc15.docking.org/substances/ZINC000238881517.png,#ff8b27,0.350940314619417,0.3219426920127574,http://zinc15.docking.org/substances/ZINC000238881517/
ZINC000220529842,#1b85b8,-0.2007063685801247,2.0015956292917676,-6.14106746889799,ZINC000220529842,-60.2335184288968,http://zinc15.docking.org/substances/ZINC000220529842.png,#cb2636,-1.6926597245103514,2.156748156773608,http://zinc15.docking.org/substances/ZINC000220529842/
ZINC000005373203,#5a5255,-1.4250698364071157,-0.3924481389959349,-6.06369057394175,ZINC000005373203,-59.8124811885391,http://zinc15.docking.org/substances/ZINC000005373203.png,#cb2636,-1.423076682045278,2.4540730225352183,http://zinc15.docking.org/substances/ZINC000005373203/
ZINC000005218090,#5a5255,-0.5737878713636566,-0.040516694584230975,-5.99430338497557,ZINC000005218090,-59.762268118000094,http://zinc15.docking.org/substances/ZINC000005218090.png,#cb2636,-2.940266877748258,1.5968888650175481,http://zinc15.docking.org/substances/ZINC000005218090/
ZINC000012525888,#5a5255,-0.8065560301866428,-0.23479971121174514,-5.444961783802261,ZINC000012525888,-59.64638399179971,http://zinc15.docking.org/substances/ZINC000012525888.png,#ff8b27,-0.5379755057035275,-1.0120582841584091,http://zinc15.docking.org/substances/ZINC000012525888/
ZINC000585110296,#559e83,0.8729893936739574,-0.459102242500105,-5.58239244705025,ZINC000585110296,-59.59138018907829,http://zinc15.docking.org/substances/ZINC000585110296.png,#cb2636,-1.1176861083099099,1.2188777818462218,http://zinc15.docking.org/substances/ZINC000585110296/
ZINC000020472529,#1b85b8,-0.3712324580405074,2.45234755402762,-6.303499004976819,ZINC000020472529,-59.590419998498,http://zinc15.docking.org/substances/ZINC000020472529.png,#6abf5a,-3.203208016292441,-1.0181690161878691,http://zinc15.docking.org/substances/ZINC000020472529/
ZINC000047275605,#5a5255,0.24974319547648943,-0.5502580954667574,-5.25794871925478,ZINC000047275605,-59.570671886998795,http://zinc15.docking.org/substances/ZINC000047275605.png,#cb2636,-2.4648255088046622,1.7922161935968017,http://zinc15.docking.org/substances/ZINC000047275605/
ZINC000003830925,#5a5255,-0.8896109960596869,-0.7037693492319477,-8.325627867056099,ZINC000003830925,-59.5199385642591,http://zinc15.docking.org/substances/ZINC000003830925.png,#cb2636,-2.277088845174192,2.2451723569177937,http://zinc15.docking.org/substances/ZINC000003830925/
ZINC000019224691,#1b85b8,-0.9276324263141409,2.4659981595695393,-5.84045200065269,ZINC000019224691,-59.518904810898704,http://zinc15.docking.org/substances/ZINC000019224691.png,#cb2636,-2.0027487025128017,0.8976580359008982,http://zinc15.docking.org/substances/ZINC000019224691/
ZINC000005395989,#5a5255,-0.9194722123001614,0.14584655891187,-5.73535063945352,ZINC000005395989,-59.44529200530089,http://zinc15.docking.org/substances/ZINC000005395989.png,#cb2636,-1.7909863677336406,1.8534398977112037,http://zinc15.docking.org/substances/ZINC000005395989/
ZINC000013541030,#5a5255,-0.7114039252629603,-0.4054122779595939,-6.7161613068182096,ZINC000013541030,-59.441108282801,http://zinc15.docking.org/substances/ZINC000013541030.png,#ff8b27,0.1877114694734629,-2.0516726319572824,http://zinc15.docking.org/substances/ZINC000013541030/
ZINC000095101151,#ae5a41,-1.541278929745722,-0.07806636282722279,-6.2717002853680395,ZINC000095101151,-59.435376529698296,http://zinc15.docking.org/substances/ZINC000095101151.png,#cb2636,-0.8238267086514295,1.537521881438833,http://zinc15.docking.org/substances/ZINC000095101151/
ZINC000299756099,#5a5255,0.17902307527533143,0.06612656950356201,-6.20671089237939,ZINC000299756099,-59.346994810195596,http://zinc15.docking.org/substances/ZINC000299756099.png,#cb2636,-2.4286202197065476,0.8024317610472326,http://zinc15.docking.org/substances/ZINC000299756099/
ZINC000059065396,#ae5a41,-1.7190160489623052,-1.3082738012682569,-6.28664908070058,ZINC000059065396,-59.34608287369701,http://zinc15.docking.org/substances/ZINC000059065396.png,#cb2636,-4.6600383840601964e-05,0.896649812449975,http://zinc15.docking.org/substances/ZINC000059065396/
ZINC000013112882,#5a5255,0.10667747086588765,-0.3188970712949872,-5.26667314540128,ZINC000013112882,-59.2658059179994,http://zinc15.docking.org/substances/ZINC000013112882.png,#cb2636,-2.399550352047619,1.7360292877804475,http://zinc15.docking.org/substances/ZINC000013112882/
ZINC000005379207,#5a5255,-1.6056019905194236,-0.4369088683805789,-5.71621826257228,ZINC000005379207,-59.257689522899504,http://zinc15.docking.org/substances/ZINC000005379207.png,#ff8b27,-0.2779257039827217,-0.27712914945373496,http://zinc15.docking.org/substances/ZINC000005379207/
ZINC000021784065,#5a5255,-0.6673996529838079,0.27956635214078746,-6.558850484808411,ZINC000021784065,-59.239121031998394,http://zinc15.docking.org/substances/ZINC000021784065.png,#cb2636,-0.8736571609849473,2.1486114498274933,http://zinc15.docking.org/substances/ZINC000021784065/
ZINC000001675321,#5a5255,-0.6712761382235287,-0.5282942837415231,-7.24001250358311,ZINC000001675321,-59.2361516614983,http://zinc15.docking.org/substances/ZINC000001675321.png,#cb2636,1.192546282910473,2.954379973805028,http://zinc15.docking.org/substances/ZINC000001675321/
ZINC000257234096,#5a5255,-0.3762735043176848,-0.12170231766339559,-6.0036766739991,ZINC000257234096,-59.22765865829929,http://zinc15.docking.org/substances/ZINC000257234096.png,#cb2636,-2.3563764030082135,1.1211133496033754,http://zinc15.docking.org/substances/ZINC000257234096/
ZINC000040143047,#5a5255,-0.7561767013425239,-0.4741736381929805,-5.24864404127013,ZINC000040143047,-59.226636926996406,http://zinc15.docking.org/substances/ZINC000040143047.png,#cb2636,-2.2024644007804257,1.9837827983034115,http://zinc15.docking.org/substances/ZINC000040143047/
ZINC000010312764,#5a5255,-0.6090229728053562,-0.030272352187551702,-5.209007110890401,ZINC000010312764,-59.203371834577396,http://zinc15.docking.org/substances/ZINC000010312764.png,#ff8b27,1.7424830146122543,-0.70928111309064,http://zinc15.docking.org/substances/ZINC000010312764/
ZINC000009805228,#5a5255,-0.932794882307749,0.3609139769207979,-6.140156402523741,ZINC000009805228,-59.14072040929751,http://zinc15.docking.org/substances/ZINC000009805228.png,#cb2636,-2.642315766020694,1.5742823991125292,http://zinc15.docking.org/substances/ZINC000009805228/
ZINC000061718356,#5a5255,-1.0580069971812354,-0.29849117461163,-5.312918957469329,ZINC000061718356,-59.1320658342993,http://zinc15.docking.org/substances/ZINC000061718356.png,#cb2636,-1.5955315921403102,1.9311008245037344,http://zinc15.docking.org/substances/ZINC000061718356/
ZINC000253498337,#ae5a41,-1.9061914030974902,-1.5223130789343962,-5.8553342173614,ZINC000253498337,-59.108407140996896,http://zinc15.docking.org/substances/ZINC000253498337.png,#cb2636,0.1760859777358101,3.091925084152182,http://zinc15.docking.org/substances/ZINC000253498337/
ZINC000004288957,#5a5255,-0.3751225931741077,-0.6607545861763693,-5.84056005441275,ZINC000004288957,-59.0703416019969,http://zinc15.docking.org/substances/ZINC000004288957.png,#cb2636,-0.26816057252528896,0.7372015132515607,http://zinc15.docking.org/substances/ZINC000004288957/
ZINC000023057952,#5a5255,-0.11924778549994092,-0.6588437380657515,-6.655558613692611,ZINC000023057952,-58.9967374896987,http://zinc15.docking.org/substances/ZINC000023057952.png,#6abf5a,-1.9012134560290876,-1.8774324259824582,http://zinc15.docking.org/substances/ZINC000023057952/
ZINC000215548353,#5a5255,0.23685376705812136,-0.2528939006764236,-5.30187174644841,ZINC000215548353,-58.8883924024994,http://zinc15.docking.org/substances/ZINC000215548353.png,#cb2636,-2.8268152660639827,1.14607444091833,http://zinc15.docking.org/substances/ZINC000215548353/
ZINC000085996824,#5a5255,-1.5027444515699981,-0.23141234047870154,-6.64325330562181,ZINC000085996824,-58.8613749449978,http://zinc15.docking.org/substances/ZINC000085996824.png,#cb2636,-2.436938278026334,1.7732085883747402,http://zinc15.docking.org/substances/ZINC000085996824/
ZINC000084290836,#5a5255,0.1255556623095736,-0.6121038459452718,-5.30616271772294,ZINC000084290836,-58.8149700875983,http://zinc15.docking.org/substances/ZINC000084290836.png,#cb2636,-0.1334532647999153,3.0154985789352606,http://zinc15.docking.org/substances/ZINC000084290836/
ZINC000035355699,#1b85b8,-0.08658089184152473,1.4509142433820625,-6.8781419400343395,ZINC000035355699,-58.797712121220705,http://zinc15.docking.org/substances/ZINC000035355699.png,#6abf5a,-3.731543954051108,-1.3991209206968238,http://zinc15.docking.org/substances/ZINC000035355699/
ZINC000005395988,#5a5255,-0.9194722123001614,0.14584655891187,-5.65827101667933,ZINC000005395988,-58.777946887399594,http://zinc15.docking.org/substances/ZINC000005395988.png,#cb2636,-2.0268230431395615,2.272202471231151,http://zinc15.docking.org/substances/ZINC000005395988/
ZINC000022942543,#5a5255,-1.4834062521170674,0.33179733422437735,-5.863397738347559,ZINC000022942543,-58.6965159952015,http://zinc15.docking.org/substances/ZINC000022942543.png,#cb2636,-0.32826658675340264,3.517158085850299,http://zinc15.docking.org/substances/ZINC000022942543/
ZINC000003045193,#5a5255,-0.7786075175239965,-0.32623930162680925,-5.966544092376091,ZINC000003045193,-58.6884544952991,http://zinc15.docking.org/substances/ZINC000003045193.png,#cb2636,-1.9056880692486204,2.3329907749608636,http://zinc15.docking.org/substances/ZINC000003045193/
ZINC000008740086,#ae5a41,-2.1104635530771603,-0.22803220342918779,-5.21603433271928,ZINC000008740086,-58.6662021478987,http://zinc15.docking.org/substances/ZINC000008740086.png,#cb2636,-2.3222664623745546,1.9715223459427949,http://zinc15.docking.org/substances/ZINC000008740086/
ZINC000261526579,#559e83,0.25410531876037057,-0.13765948174815273,-6.158132140556329,ZINC000261526579,-58.6531752722003,http://zinc15.docking.org/substances/ZINC000261526579.png,#ff8b27,1.9041210065023115,-0.4183161292955625,http://zinc15.docking.org/substances/ZINC000261526579/
ZINC000015614093,#1b85b8,0.7731572924768455,1.6220891092501983,-5.806842292055321,ZINC000015614093,-58.5632546008201,http://zinc15.docking.org/substances/ZINC000015614093.png,#ff8b27,-0.17131368946948197,-3.077233444089373,http://zinc15.docking.org/substances/ZINC000015614093/
ZINC000036374961,#5a5255,-1.3673111236978313,-0.4071731556282427,-7.7209085742288694,ZINC000036374961,-58.470087569996394,http://zinc15.docking.org/substances/ZINC000036374961.png,#cb2636,-2.0577609508126327,1.9730421046308684,http://zinc15.docking.org/substances/ZINC000036374961/
ZINC000071791531,#5a5255,-0.6519412512781041,-0.5685376170963828,-5.3213737189069805,ZINC000071791531,-58.4614940811989,http://zinc15.docking.org/substances/ZINC000071791531.png,#554c78,3.835000720361594,0.727797841036869,http://zinc15.docking.org/substances/ZINC000071791531/
ZINC000067642713,#559e83,2.174960296791472,-0.40907191446202784,-5.85528637648945,ZINC000067642713,-58.4531297644971,http://zinc15.docking.org/substances/ZINC000067642713.png,#cb2636,-1.459982068821667,2.6883429639618153,http://zinc15.docking.org/substances/ZINC000067642713/
ZINC000004027282,#5a5255,-0.6447704012237224,-0.4948426607796178,-5.87712782201767,ZINC000004027282,-58.2743459267986,http://zinc15.docking.org/substances/ZINC000004027282.png,#554c78,2.3219946396079907,0.828648261832412,http://zinc15.docking.org/substances/ZINC000004027282/
ZINC000045098288,#1b85b8,-0.5811275144335015,1.5994191905063124,-6.08304337706617,ZINC000045098288,-58.23675116929729,http://zinc15.docking.org/substances/ZINC000045098288.png,#6abf5a,-4.317477313385855,-1.124514254565272,http://zinc15.docking.org/substances/ZINC000045098288/
